"Drug Name","NDC #","QOH","Total Rxs","Quantity","Acq Cost","Total","Margin","Profit Pct","Min QOH","Pkg Size",
"MIRTAZAPINE 15MG TABLET","13107-0031-05","-13959","114","5025","11668.05","747.12","-1461.74%","-93.6%","0","500"
"PIOGLITAZONE 30MG TABLET","57237-0220-05","-11052","69","5010","46132.57","442.74","-10319.79%","-99.04%","0","500"
"CYCLOBENZAPRINE 10MG TABLET","72888-0014-00","-5137","88","5003","4696.17","443.15","-959.72%","-90.56%","0","1000"
"LEVOTHYROXINE 75MCG TABLET","68180-0967-03","-15914","73","4958","2336.89","1080.30","-116.32%","-53.77%","0","1000"
"SPIRONOLACTONE 25MG TABLET","68382-0660-10","-5520","78","4905","1825.12","435.47","-319.11%","-76.14%","0","1000"
"LEVOTHYROXINE 88MCG TABLET","68180-0968-03","-13402","74","4860","2330.74","793.01","-193.91%","-65.98%","0","1000"
"IPRATROPIUM-ALBUTEROL 0.5-2.5 (3)MG/3ML SOLUTION","69097-0173-53","-10710","25","4860","3240.00","317.91","-919.16%","-90.19%","0","90"
"DONEPEZIL 5MG TAB ***","43547-0275-11","-12316","71","4830","42504.00","165.16","-25635.04%","-99.61%","0","1000"
"ALBUTEROL SULFATE (2.5 MG/3ML) 0.083% INHALATION NEBULIZATION SOLUTION","47335-0703-52","-15120","34","4770","1820.02","374.94","-385.42%","-79.4%","0","90"
"PRENATAL VITAMINS 28-0.8 MG TABLET","00536-4085-01","-8230","78","4750","253.73","189.05","-34.21%","-25.49%","0","100"
"METOPROLOL SUCCINATE ER 100MG TABLET","70010-0782-05","-4980","56","4710","7675.75","969.64","-691.61%","-87.37%","0","500"
"ACETAMINOPHEN 325 MG TABLET * TYLENOL REGULAR","00536-1327-01","-29542","63","4678","1403.40","675.39","-107.79%","-51.87%","0","100"
"TICAGRELOR 90 MG ORAL TABLET","67877-0491-60","-4560","29","4560","32696.72","4056.30","-706.07%","-87.59%","0","60"
"LOSARTANHCTZ 100-12.5 MG TABLET","33342-0051-44","-8730","62","4500","13185.00","558.94","-2258.93%","-95.76%","0","1000"
"LISINOPRIL-HCTZ 20-25MG TAB ***","68180-0520-02","-14180","61","4470","3842.32","287.46","-1236.65%","-92.52%","0","500"
"MECLIZINE 12.5MG TABLET","00536-1297-10","-11094","69","4468","122.56","771.34","84.11%","529.36%","0","1000"
"MEMANTINE 10MG TABLET","33342-0298-15","-13950","80","4440","23269.47","586.37","-3868.39%","-97.48%","0","500"
